BASE_K,MIN_SIGMA,LINEAR_WINDOW,MAX_AGGRESSION,INVENTORY_SKEW,days,total_pnl,mean_daily_pnl,simple_sharpe_mean,max_drawdown,submitted_buy_orders,submitted_sell_orders,submitted_orders,realized_buy_fills,realized_sell_fills,realized_fills,signal_buy_ticks,signal_sell_ticks,signal_neutral_ticks,final_position_sum,max_abs_position,avg_abs_position,fill_rate,score,stage,combo_index,elapsed_seconds
1.4,0.25,20,1,0.25,"-2,-1,0",41320.0,13773.333333333334,0.049164968325031554,270.0,3672,99,3771,29,17,46,22795,764,6441,60,20,13.409833333333333,0.012198355873773535,41212.5,stage1_coarse,52,5.372573099999499
1.4,0.5,20,1,0.25,"-2,-1,0",41170.0,13723.333333333334,0.04907209290231438,270.0,3591,85,3676,29,17,46,22675,746,6579,60,20,13.359666666666667,0.012513601741022852,41062.5,stage1_coarse,57,5.464414500000203
1.4,0.75,20,1,0.25,"-2,-1,0",41170.0,13723.333333333334,0.04907209290231438,270.0,3549,82,3631,29,17,46,22633,566,6801,60,20,13.359666666666667,0.012668686312310658,41062.5,stage1_coarse,62,6.60293989999991
0.8,0.25,20,1,0.25,"-2,-1,0",41165.0,13721.666666666666,0.049004610797648625,270.0,3579,100,3679,28,16,44,22702,1473,5825,60,20,13.373166666666668,0.011959771677086164,41057.5,stage1_coarse,2,5.2374726999987615
1.1,0.25,20,1,0.25,"-2,-1,0",41165.0,13721.666666666666,0.049004610797648625,270.0,3577,97,3674,28,16,44,22700,998,6302,60,20,13.373166666666668,0.011976047904191617,41057.5,stage1_coarse,27,5.757829499998479
1.7,1.25,30,1,0.25,"-2,-1,0",41155.0,13718.333333333334,0.04884733688434167,270.0,3011,63,3074,20,8,28,22090,384,7526,60,20,13.479833333333334,0.009108653220559532,41047.5,stage1_coarse,98,6.022319600000628
2.0,1.0,30,1,0.25,"-2,-1,0",41155.0,13718.333333333334,0.04884733688434167,270.0,3135,42,3177,20,8,28,22228,312,7460,60,20,13.479833333333334,0.00881334592382751,41047.5,stage1_coarse,118,5.287308900000426
2.0,1.25,30,1,0.25,"-2,-1,0",41155.0,13718.333333333334,0.04884733688434167,270.0,2970,42,3012,20,8,28,22049,295,7656,60,20,13.479833333333334,0.009296148738379814,41047.5,stage1_coarse,123,4.3012144999993325
0.8,0.5,20,1,0.25,"-2,-1,0",41015.0,13671.666666666666,0.04891173537493145,270.0,3499,91,3590,28,16,44,22583,1420,5997,60,20,13.323,0.012256267409470752,40907.5,stage1_coarse,7,5.004056800000399
0.8,0.75,20,1,0.25,"-2,-1,0",41015.0,13671.666666666666,0.04891173537493145,270.0,3459,91,3550,28,16,44,22543,1185,6272,60,20,13.323,0.012394366197183098,40907.5,stage1_coarse,12,5.110660300000745
1.1,0.5,20,1,0.25,"-2,-1,0",41015.0,13671.666666666666,0.04891173537493145,270.0,3498,84,3582,28,16,44,22582,959,6459,60,20,13.323,0.012283640424343942,40907.5,stage1_coarse,32,5.584195700001146
1.1,0.75,20,1,0.25,"-2,-1,0",41015.0,13671.666666666666,0.04891173537493145,270.0,3456,82,3538,28,16,44,22540,809,6651,60,20,13.323,0.01243640474844545,40907.5,stage1_coarse,37,5.7123726999998325
0.8,1.0,40,1,0.25,"-2,-1,0",40855.0,13618.333333333334,0.0494762779913662,270.0,4648,193,4841,33,21,54,22550,1104,6346,60,20,13.192333333333332,0.011154720099153068,40747.5,stage1_coarse,19,6.816500700000688
1.1,1.0,40,1,0.25,"-2,-1,0",40855.0,13618.333333333334,0.0494762779913662,270.0,4644,193,4837,33,21,54,22546,943,6511,60,20,13.192333333333332,0.011163944593756461,40747.5,stage1_coarse,44,6.952254000001631
1.4,1.0,40,1,0.25,"-2,-1,0",40855.0,13618.333333333334,0.0494762779913662,270.0,4617,172,4789,33,21,54,22519,778,6703,60,20,13.192333333333332,0.011275840467738567,40747.5,stage1_coarse,69,7.3024366999998165
0.8,1.0,20,1,0.25,"-2,-1,0",40770.0,13590.0,0.0486603434101085,270.0,3257,83,3340,26,14,40,22341,993,6666,60,20,13.270833333333334,0.011976047904191617,40662.5,stage1_coarse,17,6.179691900000762
1.1,1.0,20,1,0.25,"-2,-1,0",40770.0,13590.0,0.0486603434101085,270.0,3253,77,3330,26,14,40,22337,659,7004,60,20,13.270833333333334,0.012012012012012012,40662.5,stage1_coarse,42,6.867580000000089
1.4,1.25,40,1,0.25,"-2,-1,0",40735.0,13578.333333333334,0.04935876595813463,270.0,4420,169,4589,32,20,52,22308,714,6978,60,20,13.165666666666667,0.0113314447592068,40627.5,stage1_coarse,74,6.424128299999211
